"","Gene1","Gene2","corA","corA_pVal","corB","corB_pVal","zScoreDiff","pValDiff","pValDiff_adj","Classes"
"1","KIF2C","TACC3",0.90387500777242,0,0.520456975933596,4.5622266753309e-06,-5.46084821183675,4.73865071806407e-08,0.00474471619098319,"+/+"
